index,question,answer,Usage
test_1167,সিরিল রেডক্লিফ কোন দেশের একজন আইনজীবী এবং আইন লর্ড ছিলেন?,ব্রিটিশ।,Public
test_1168,আশআরিবাদ বা আশআরি ধর্মতত্ত্ব কোন শতাব্দীতে প্রতিষ্ঠিত হয়?,৯ম-১০শ শতাব্দী।,Public
test_1169,জোয়ার-বাজরা-রাগির বিভিন্ন প্রজাতিগুলি কোন উপপরিবার বা উপজাতির অন্তর্ভুক্ত হতে পারে?,বিভিন্ন উপজাতি বা উপপরিবার।,Public
test_1170,টুম্ব রেইডার ভিডিও গেম ধারাবাহিকের প্রথম ছয়টি ভিডিও গেম কোন কোম্পানি ডেভেলপ করে?,কোর ডিজাইন।,Private
test_1171,অলিভার গোল্ডস্মিথ কীভাবে শ্বরের অস্তিত্ব ও পরিপূর্ণতাকে স্বীকার করতেন?,আনন্দের সাথে।,Public
test_1172,পরেশ রাম দাস কোন রাজনৈতিক দলের সদস্য?,অল ইন্ডিয়া তৃণমূল কংগ্রেস।,Public
test_1173,পশ্চিম ভারত ফুটবল অ্যাসোসিয়েশন কোন জাতীয় সংস্থার সাথে অনুমোদিত?,অল ইন্ডিয়া ফুটবল ফেডারেশন।,Private
test_1174,ইনছন ইউনাইটেড কোন দলের বিপক্ষে ইনছন ফুটবল স্টেডিয়ামে প্রথম খেলাটি খেলেছিল?,সুওন স্যামসাং ব্লুউইংস।,Public
test_1175,হোস্টিংগার কোম্পানির সদর দপ্তর কোন দেশে অবস্থিত?,লিথুয়ানিয়া।,Private
test_1176,ঘূর্ণিঝড় ফরেস্ট নখোন সি থামারাট প্রদেশে কতগুলি বাড়ি ক্ষতিগ্রস্ত হয়?,"১,৭০০।",Public
test_1177,কিলার্স অব দ্য ফ্লাওয়ার মুন চলচ্চিত্রটি কে পরিচালনা করেছেন?,মার্টিন স্কোরসেজি।,Public
test_1178,রিয়াল সল্ট লেক ঘরোয়া ফুটবলে কতটি শিরোপা জয়লাভ করেছে?,১টি।,Private
test_1179,বানৌজা সুরমা কার কাছ থেকে উপহার হিসেবে প্রদান করা হয়েছিল?,ভারতীয় নৌবাহিনী।,Public
test_1180,পঞ্চ প্রিয়গণ কোন ধরনের বিষয়ে মতামত ও বক্তব্য উপস্থাপন করে থাকে?,স্থানীয় ও আন্তর্জাতিক।,Private
test_1181,সিজিএস পটুয়াখালী জাহাজের স্থানচ্যুতি কত?,৬৯ টন।,Public
test_1182,পল্লবী দে কোন ধারাবাহিক দিয়ে তার কর্মজীবন শুরু করেন?,রেশম ঝাঁপি।,Private
test_1183,"কলিয়ারের নতুন বিশ্বকোষ ""ইউনিভার্সিটি এনসাইক্লোপিডিয়া অফ টুয়েন্টিথ সেঞ্চুরি নলেজ"" কত সালে প্রকাশিত হয়েছিল?",১৯০২।,Public
test_1184,স্পেনীয় ফুটবল লিগ পদ্ধতিতে পুরুষদের ফুটবল লিগের পিরামিডের শীর্ষ দুই স্তর কীভাবে পরিচালিত হয়?,লিগা ন্যাসিওনাল ডি ফুটবল প্রফেশনাল দ্বারা।,Public
test_1185,২০২৩ ক্রিকেট বিশ্বকাপের ব্যাটিং পরিসংখ্যান কীভাবে খেলোয়াড়দের পারফরম্যান্স মূল্যায়নে সাহায্য করে?,খেলোয়াড়দের রান সংখ্যা এবং গড়।,Private
test_1186,লাভ ইজ অল দেয়ার ইজ চলচ্চিত্রের পরিচালকদ্বয় কীভাবে জড়িত ছিলেন?,নিজেরাই অভিনয়শিল্পী।,Public
test_1187,ইসমাইল হাক্কী বুরসেভীর প্রকাশিত গ্রন্থের বৈশিষ্ট্য কী?,উল্লেখ নেই।,Public
test_1188,গৃহদেবতা বিশ্বাস কোথায় সাধারণ ছিল?,বিশ্বব্যাপি পৌত্তলিকতার পাশাপাশি লোককাহিনীতে।,Public
test_1189,সেইচি তোবাতা কোন বছর অর্ডার অফ কালচার পুরস্কার পান?,১৯৮০।,Private
test_1190,নরসিংহ মল্ল দেব কোন অঞ্চলের সাথে সম্পর্কিত ছিলেন?,ঝাড়গ্রাম।,Public
test_1191,শাকিরা ও তার দল কবে চূড়ান্ত খেলার পূর্বে ওয়াকা ওয়াকা গান পরিবেশন করে?,"১১ জুলাই, ২০১০।",Private
test_1192,অটল টিভি ধারাবাহিকটি কোন চ্যানেলে সম্প্রচারের ঘোষণা দেওয়া হয়েছে?,অ্যান্ডটিভি।,Public
test_1193,দিমিতা ফ্রেজিয়ার কী ধরনের ব্যক্তি?,কৃষ্ণাঙ্গ নারীবাদী।,Public
test_1194,শায়েন পাট্টিনামার জন্ম কোন তারিখে হয়?,11 আগস্ট 1998।,Public
test_1195,পৌষ পুত্রদা একাদশী কোন অঞ্চলে বেশি জনপ্রিয়?,উত্তর ভারত।,Public
test_1196,কার পুত্রকে লক্ষ্মণ কুমার যুদ্ধে হত্যা করেন?,শিখণ্ডী।,Public
test_1197,লোনা মাটিতে কী পরিমাণে কম থাকে যা উদ্ভিদের জন্য সমস্যা সৃষ্টি করে?,অক্সিজেন।,Public
test_1198,২২তম বিশ্ব স্কাউট জাম্বুরি কোন দেশে অনুষ্ঠিত হয়েছিল?,সুইডেন।,Public
test_1199,কমল মোরারকা কোন সরকারের প্রাক্তন ক্যাবিনেট মন্ত্রী ছিলেন?,চন্দ্র শেখরের নেতৃত্বাধীন কেন্দ্রীয় সরকার।,Private
test_1200,গাঁদা গাছের বৃদ্ধির সাথে সাথে কীভাবে ওষুধ ও সার দেয়ার পরিমাণ পরিবর্তন করতে হবে?,বাড়াতে হবে।,Public
test_1201,"রবীন্দ্রনাথ ঠাকুরের কবিতা সম্পর্কিত সমালোচনা গ্রন্থ ""রবীন্দ্র কবিতা কানন"" কে লিখেছেন?",সূর্যকান্ত ত্রিপাঠি ‘নিরালা’।,Private
test_1202,ইয়ুমনা জায়েদি কোন পুরস্কার পেয়েছেন?,লাক্স স্টাইল পুরস্কার এবং হাম পুরস্কার।,Public
test_1203,গোপাল ভট্ট গোস্বামীর সমাধি কোথায় অবস্থিত?,রাধারমণ মন্দির কমপ্লেক্স।,Public
test_1204,সদ্গুরু সদাফল দেও জি মহারাজের সবচেয়ে উল্লেখযোগ্য আধ্যাত্মিক গ্রন্থটি কী?,স্বর্বেদ।,Public
test_1205,দারফুর অঞ্চলে চরম মানবিক বিপর্যয়ের সূচনা কবে থেকে হয়?,২০০৩ সাল।,Public
test_1206,জলীয় বাষ্প কী?,পানির বায়বীয় রূপ।,Private
test_1207,আল্ট্রা ব্রাইট টুথপেস্টের বিজ্ঞাপন প্রচারের লক্ষ্য কোন গোষ্ঠীকে ছিল?,বেবি বুমার্স।,Public
test_1208,ছোট এলাচের কোন বৈশিষ্ট্য রয়েছে যা এটিকে একটি উপকারী উদ্ভিদ হিসেবে তৈরি করে?,অনুভূতি নাশক ও অস্থিরতাকে প্রশমিত করে।,Public
test_1209,টর্পেডো ছোড়ার জন্য ব্যবহৃত সিলিন্ডার আকৃতির ডিভাইসটি কী নামে পরিচিত?,টর্পেডো টিউব।,Public
test_1210,খামির কোন ধরনের পরিবেশে বিকাশ করে?,তরল পরিবেশে এবং অ্যানেরোবিক অবস্থায়।,Public
test_1211,গৌতম দেবের পিতা কত সাল থেকে কত সাল পর্যন্ত কলকাতা হাইকোর্টে একজন আইনজীবী এবং কেন্দ্রীয় সরকারের স্থায়ী কাউন্সেল ছিলেন?,১৯৭১ থেকে ১৯৮৮।,Public
test_1212,মিকেলের কোন উপপাদ্যটি পাঁচটি বৃত্তের চারটি ত্রিগুণ বিন্দুর সাথে সম্পর্কিত?,ছয় বৃত্ত উপপাদ্য।,Public
test_1213,ডেটা গুণমান নিশ্চিত করার জন্য কীভাবে প্রক্রিয়া প্রোফাইলিং তথ্য ব্যবহার করা হয়?,তথ্য অসঙ্গতি এবং ব্যতিক্রমসমূহ আবিষ্কার।,Public
test_1214,রেড কোলা তৈরি করে এমন কোন কোম্পানির একটি উদাহরণ কী?,ডানস ফুড অ্যান্ড ড্রিংকস লিমিটেড।,Public
test_1215,আল জামিয়াতুল ইসলামিয়া দড়াটানার বৈশিষ্ট্য কী?,ঐতিহ্যবাহী।,Private
test_1216,এএফসি এশিয়ান কাপ ১৯৯২-এর নকআউট পর্বে কোন দল চ্যাম্পিয়ন হয়?,জাপান।,Public
test_1217,স্মার্ট সিটি ঘোষণার সাথে সম্পর্কিত দেশ কোনটি?,ভারত।,Private
test_1218,লোথার কালিনোস্কি কোন ক্ষেত্রে অবদান রেখেছিলেন?,মানসিক ব্যাধি।,Public
test_1219,যিমাদ আযদি কোন সময়ে মক্কায় আগমন করেন?,মুহাম্মাদের নবুয়তের প্রথমদিকে।,Private
test_1220,ফিফা সভাপতি হিসাবে সেপ ব্লাটারের কতবার পুনর্নির্বাচনের প্রতিবাদে ডেভিড গিল তার ভূমিকা থেকে পদত্যাগ করার হুমকি দেন?,পঞ্চম।,Public
test_1221,টেলিগ্রাফ মিডিয়া গ্রুপ কীভাবে কাজ করে?,একটি মাল্টিমিডিয়া নিউজ কোম্পানি হিসেবে।,Private
test_1222,এলি উইজেলের বাড়িতে কোন ভাষাগুলো ব্যবহার করা হত?,"ইদ্দিশ, জার্মান, হাঙ্গেরিয়ান এবং রোমানিয়ান।",Public
test_1223,উত্তর শিকাগো সাহিত্য পুরস্কারের আগে কোন পুরস্কার প্রদান করা হয়?,শঙ্খচিল সাহিত্য পুরস্কার।,Private
test_1224,ওয়ার অব দ্য কলোসাল বিস্ট ছবিটির গল্প কে লিখেছেন?,বার্ট আই. গর্ডন।,Public
test_1225,অ্যানি পটস কোন চলচ্চিত্রে উপস্থিত হয়ে জিনি পুরস্কার জিতেন?,হার্টএকিস।,Public
test_1226,মহাপ্রভু কোথায় সন্ন্যাস গ্রহণ করেন এবং পরে কোথায় আসেন?,জগন্নাথ পুরীতে।,Private
test_1227,জাপানে কী ধরনের জাঙ্গিয়া বিক্রি হয়?,নারীদের ব্যবহৃত জাঙ্গিয়া।,Private
test_1228,ব্লুজ রক সঙ্গীতের একটি বৈশিষ্ট্য কী যা একে ব্লুজ থেকে আলাদা করে?,দ্রুত লয়ের টেম্পো।,Public
test_1229,কামতাপুর প্রগতিশীল দল কোন সালের নির্বাচনে অংশগ্রহণ করে?,২০০৯।,Private
test_1230,মকবুল আহমেদ কতটি টি-টোয়েন্টি ম্যাচ খেলেছেন?,২।,Private
test_1231,নিউক্লীয় বিভাজন বিক্রিয়ার ফলে কী ধরনের রশ্মি নির্গত হয়?,গামা রশ্মি।,Private
test_1232,"পিপ্পলাদ সিবির পুত্র সত্যকাম কোন স্তোত্রের দ্বারা ""ব্রহ্মলোকে"" উন্নীত হয়েছেন?","""সাম"" স্তোত্র।",Private
test_1233,সূরা নূহ নাযিলের সময় রসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়া সাল্লামের কী কাজ চলছিল?,দাওয়াত ও তাবলীগ।,Public
test_1234,উইন তুন কোন সালে মিয়ানমার জাতীয় দাবা চ্যাম্পিয়নশিপ জিতেছেন?,২০১২।,Public
test_1235,অপটিক্যাল লাইন টার্মিনেশন (OLT) কোন ধরনের নেটওয়ার্কের শেষ পয়েন্ট হিসেবে কাজ করে?,প্যাসিভ অপটিক্যাল নেটওয়ার্ক।,Private
test_1236,বিয়ের পর রম্য সুব্রমণিয়ন কী করার ইচ্ছা প্রকাশ করেছেন?,মিডিয়া এবং চলচ্চিত্রে কাজ কমিয়ে দেওয়া।,Public
test_1237,ক্ষমা চলচ্চিত্রের পরিচালক কে?,মালেক আফসারী।,Public
test_1238,শেখ রাসেল দিবস কবে থেকে প্রতি বছর বাংলাদেশে পালিত হয়?,২০২১ সাল।,Public
test_1239,দাভিদে ফ্রাত্তেসি কোন ক্লাব এবং দেশের হয়ে মধ্যমাঠের খেলোয়াড় হিসেবে খেলেন?,ইন্টার মিলান এবং ইতালি।,Private
test_1240,বানৌটা রূপসা জাহাজে কতগুলি শ্যাফট রয়েছে?,২টি।,Public
test_1241,নিকোলাস রোরিচ কোন ক্ষেত্রে আগ্রহী ছিলেন?,হিপ্নোসিস এবং অন্যান্য আধ্যাত্মিক অনুশীলন।,Public
test_1242,কিয়ারা নাইটলি কোন অভিনেত্রীর পরে হলিউডের দ্বিতীয় সর্বোচ্চ উপার্জনকৃত অভিনেত্রী হিসেবে ঘোষিত হয়েছেন?,ক্যামেরন ডায়াজ।,Private
test_1243,আল দেইরা হোটেলের দেয়ালগুলি কী দিয়ে নির্মিত?,রোদে শুকনো গাঢ় বাদামী রঙের মাটির ইট।,Public
test_1244,বড়িশা কলকাতা শহরের কেন্দ্র এস্প্লেনেড থেকে কত কিলোমিটার দক্ষিণ-পশ্চিমে অবস্থিত?,১০ কিলোমিটার।,Public
test_1245,জিগারঠান্ডা ডবলএক্স চলচ্চিত্রটির ডিজিটাল স্ট্রিমিং অধিকার কোন প্ল্যাটফর্ম দ্বারা অধিগ্রহণ করা হয়?,নেটফ্লিক্স।,Public
test_1246,শেখ চাঁদ কোন কাব্যগ্রন্থ লিখে প্রচুর জনপ্রিয় হয়েছিলেন?,রসুল বিজয়।,Public
test_1247,এনসাইক্লোপিডিয়া ব্রিটানিকা ইনক কী ধরনের কোম্পানি?,বিশ্বকোষ প্রকাশক।,Public
test_1248,"ন্যায় ধারায় ""অভাব"" কীভাবে স্বীকৃত?",একটি বাস্তবতা হিসাবে।,Public
test_1249,বেবধর্ম কোন সময়ে পার্সিয়ায় শুরু হয়েছিল?,১৯শ শতাব্দীর মাঝামাঝি।,Private
test_1250,আবু মনসুর আল-বাগদাদি কোন দুটি সংখ্যাকে অস্পৃশ্য হিসেবে দেখিয়েছিলেন?,২ এবং ৫।,Public
test_1251,বাংলাদেশের জন্য পাশের দেশসমূহে কতগুলি রাষ্ট্রের অনুমোদিত মিশন রয়েছে?,৩৫।,Public
test_1252,গ্রিফিথের পরীক্ষায় মৃত ইঁদুরটির হৃৎপিন্ড থেকে কী পাওয়া গিয়েছিল?,জীবিত সংক্রামক S-III ব্যাকটেরিয়া।,Public
test_1253,কেন্দ্রশাসিত অঞ্চল ক্রিকেট অ্যাসোসিয়েশন কবে ভারতীয় ক্রিকেট বোর্ডের সাথে অধিভুক্ত হয়েছে?,আগস্ট ২০১৯।,Private
test_1254,নির্বাচনী ইশতেহারের উদ্দেশ্য কী?,নির্বাচনে জয়ী হওয়ার চেষ্টা করা।,Public
test_1255,রাফহান মার্কাটি কোন সংস্থা দ্বারা প্রতিষ্ঠিত হয়?,সিপিসি ইন্টারন্যাশনাল।,Public
test_1256,হাউমেয়া শব্দটি কী বোঝাতে পারে?,নিচের যেকোনটিকে।,Public
test_1257,অজিত সিং কোন সরকারের খাদ্য প্রক্রিয়াকরণ শিল্প মন্ত্রকের দায়িত্বে ছিলেন?,পিভি নরসিমা রাও-এর নেতৃত্বাধীন সরকার।,Public
test_1258,মালদ্বীপের অ্যাটর্নি জেনারেল পদটি কবে চালু করা হয়েছিল?,১৯৩২।,Public
test_1259,ডঃ বিদ্যানিবাস মিশ্রের মৃত্যু কবে ঘটে?,১৪ ফেব্রুয়ারি ২০০৫।,Public
test_1260,রয়্যাল আর্মড ফোর্সেস ফুটবল ক্লাব কত মৌসুমে প্রথমবারের মতো মরক্কোর পেশাদার ফুটবলের শীর্ষ স্তর বুতুলাহে অংশগ্রহণ করতে সক্ষম হয়েছিল?,১৯৫৯–৬০।,Private
test_1261,জাতীয় বার্ন ও প্লাস্টিক সার্জারি ইনস্টিটিউটের প্রধান কাজ কী?,বার্ন ও প্লাস্টিক সার্জারি পরিষেবা প্রদান।,Public
test_1262,স্বাধীনতা-শ্রেণীর কর্ভেট জাহাজগুলো কোন কাজে ব্যবহার করা হয়?,"সামুদ্রিক ও উপকূলীয় অঞ্চলে অবৈধ অনুপ্রবেশ, চোরাচালান রোধ, জলদস্যুতা দমন, সমুদ্রে উদ্ধার অভিযান।",Public
test_1263,মাইক পিঙ্কারটন কোন ব্রাউজারে তার কাজের জন্য পরিচিত?,মোজিলা ব্রাউজার।,Public
test_1264,বাংলার বধূ চলচ্চিত্রের গানগুলিতে কণ্ঠ দিয়েছেন এমন একজন পুরুষ শিল্পী কে?,অ্যান্ড্রু কিশোর।,Public
test_1265,উদয়ন এবং বাসবদত্তার প্রতিকৃতি দেখে কে তাকে চিনতে পারে?,পদ্মাবতী।,Public
test_1266,কোরীয় সংঘাতের সময় সিউল শহরটি কতবার হাত পরিবর্তন হয়েছে?,চারবার।,Private
test_1267,সড়কঘড়ির অবস্থান কোথায়?,মার্কিন যুক্তরাষ্ট্র।,Public
test_1268,"ত্রিপুরা বিধানসভা নির্বাচন, ১৯৬৭-এ ভারতীয় জাতীয় কংগ্রেসের নেতৃত্ব কে দিয়েছেন?",শচীন্দ্র লাল সিং।,Public
test_1269,মণিপুর ন্যাশনাল কনফারেন্স কোন সংগঠনের সাথে একীভূত হয়?,আরজেডি।,Public
test_1270,কাউনপোর অবরোধের সময় গ্যারিসন এবং তাদের পরিবারকে কোথায় নিরাপদে নৌকায় করে নিয়ে যাওয়ার সিদ্ধান্ত নেওয়া হয়েছিল?,এলাহাবাদ।,Public
test_1271,"পাঁচমুড়ায় বাংলার বৃন্দাবন, ত্রিধারা মিলন মন্দির গড়ে তোলার সময় কোন মাসের কোন তারিখে ছিল?",পয়লা জুলাই।,Public
test_1272,গোয়া ফুটবল অ্যাসোসিয়েশনের কাজের মধ্যে কী অন্তর্ভুক্ত?,"লীগ, কাপ এবং অন্যান্য প্রতিযোগিতা আয়োজন।",Private
test_1273,লিঙ্গ-নির্বাচনমূলক গর্ভপাতকে ঘিরে সক্রিয়তার দুটি উদ্দেশ্য কী?,লিঙ্গ নির্ধারণের পরীক্ষার বিরুদ্ধে একটি আইন পাস করা এবং বিষয়টি সম্পর্কে সচেতনতা তৈরি করা।,Public
test_1274,বেলিণ্ডা জনসনের স্বামী ব্রেন্ট জনসনের পেশা কী?,লেখক এবং প্রাক্তন আইনজীবী।,Private
test_1275,মাইকেল লাউড্রপ কোন ক্লাবের হয়ে পরপর চারটি লা লিগা শিরোপা জয় করেন?,বার্সেলোনা।,Private
test_1276,কেক্রপ্স ২য় ও মেতিয়াদুসার কতটি সন্তান ছিল?,একটি।,Public
test_1277,কোত দিভোয়ারে বহুবিবাহের অনুশীলনের জন্য সর্বোচ্চ কারাদণ্ড কত?,তিন বছর।,Public
test_1278,জর্ডানীয় প্রো লিগে দলগুলি কীভাবে র্যাঙ্ক করা হয়?,"মোট পয়েন্ট, গোল পার্থক্য, গোল করা।",Public
test_1279,ধোপাপাড়া গ্রামটি কোন উপজেলার অন্তর্গত?,পুঠিয়া উপজেলা।,Private
test_1280,হিবা আবু নাদা কোন সালে আরব সৃজনশীলতার জন্য শারজাহ পুরস্কারে দ্বিতীয় স্থান অর্জন করেন?,২০১৭।,Private
test_1281,দ্বারকা নদ কোন রাজ্যের সাঁওতাল পরগনা বিভাগে উৎপন্ন হয়?,ঝাড়খণ্ড।,Private
test_1282,"রণবীর কাপুর কত সাল থেকে ""ফোর্বস ইন্ডিয়ার"" সেলিব্রিটি ১০০ তালিকায় স্থান পেয়েছেন?",২০১২।,Public
test_1283,কোন শতকে মানবসৃষ্ট আইন শরিয়া আকারে ঐশ্বরিক আইনের অধীনস্থ বলে বিবেচিত হয়?,২০ ও ২১ শতক।,Public
test_1284,চন্দ্রবিন্দু চিহ্নটির দেখতে কেমন?,অর্ধচন্দ্র আকারের ওপর বিন্দুর ন্যায়।,Public
test_1285,জনশ্রুতি অনুযায়ী কোন রাজার রাজত্ব প্রায় দুই হাজার বছর আগে প্রচন্ড এক ভূমিকম্পে মাটির নিচে সম্পূর্ণ তলিয়ে যায়?,আকা।,Public
test_1286,পীরগাছা থানা কোন উপজেলার প্রশাসনিক কার্যক্রমের সাথে সম্পর্কিত?,পীরগাছা উপজেলা।,Public
test_1287,খ্রিস্টধর্মে ত্যাগের ঐতিহ্য কী?,শয়তানকে ত্যাগ করা।,Public
test_1288,পার্বত্য চট্টগ্রামের আদিবাসী জাতিগোষ্ঠীর ধর্মীয় বিশ্বাস কী?,"বৌদ্ধ, হিন্দু, খ্রিস্টান।",Public
test_1289,ভেনজেন্স ২০০৩ অনুষ্ঠানটি কবে অনুষ্ঠিত হয়েছিল?,"২৭শে জুলাই, ২০০৩।",Public
test_1290,লুক নোসেক কোন কোম্পানির প্রথম প্রাতিষ্ঠানিক বিনিয়োগকারী ছিলেন?,স্পেসএক্স।,Private
test_1291,সেলেনিয়াম ডাইব্রোমাইড যৌগটির প্রকৃতি কী?,অজৈব।,Public
test_1292,প্যারোডনট্যাক্স কী ধরনের পণ্যের জন্য পরিচিত?,টুথপেস্ট এবং মাউথওয়াশ।,Public
test_1293,ত্রেতাযুগের প্রারম্ভে বিষ্ণুর দশ অবতারের মধ্যে কোন অবতারটি অসুর রাজা হিরণ্যকশিপুকে হত্যা করেছিলেন?,নৃসিংহ।,Private
test_1294,ছিপাতলী ইউনিয়নে কোন ধরনের কার্যকলাপ সম্পন্ন হয়?,ধর্মীয় উপাসনা।,Public
test_1295,"পৃথ্বীরাজ সুকুমারন কোন ফেস্টিভ্যালে ""মিস্টার এলএ ফেস্ট"" খেতাব জিতেছেন?","লয়োলা স্কুল, তিরুবনন্তপুরম দ্বারা আয়োজিত বার্ষিক আন্ত-স্কুল আর্ট ফেস্টিভ্যাল।",Public
test_1296,অভিমানের মানসিক অবস্থা কীভাবে অভিজ্ঞতাকে ব্যাখ্যা করে?,"অভিজ্ঞতাকে ""আমার"" হিসেবে ব্যাখ্যা করে।",Private
test_1297,ডোরা কাল কেউটে সাপ কোন কোন দেশে পাওয়া যায়?,"ভারত, নেপাল, ভুটান, মায়ানমার, চীন, থাইল্যান্ড, সিঙ্গাপুর, কম্বোডিয়া, লাওস, ম্যাকাও, ভিয়েতনাম, মালয়েশিয়া, ইন্দোনেশিয়া এবং ব্রুনেই।",Public
test_1298,দুর্যোধন আইহোল কত বছরে প্রথমবারের মতো কর্ণাটক বিধানসভা নির্বাচনে অংশগ্রহণ করেছিলেন?,২০১৩।,Public
test_1299,টমাস বটোমোর কোন দেশের সমাজবিজ্ঞানী ছিলেন?,ব্রিটিশ।,Private
test_1300,"ভক্তিবাদ কীভাবে ঈশ্বরপ্রেমকে গুরুত্ব দেয়, প্রথা ও আচার-অনুষ্ঠানের তুলনায়?",প্রথা ও আচার-অনুষ্ঠানের ঊর্ধ্বে।,Private
test_1301,ওড়িশা জন মোর্চা দলের নেতৃত্ব কে দেন?,প্যারিমোহন মহাপাত্র।,Public
test_1302,শিব শক্তি টিভি ধারাবাহিকের সেট ডিজাইন সম্পূর্ণ করতে কত সময় লেগেছে?,২-৩ মাস।,Public
test_1303,খৈয়াছড়া ইউনিয়নের উত্তরে কোন এলাকাগুলো অবস্থিত?,মীরসরাই ইউনিয়ন ও মীরসরাই পৌরসভা।,Private
test_1304,পূর্ব হিমালয়ের উপআলপাইন কনিফার বনের জন্য কী প্রয়োজন?,সংরক্ষণ।,Public
test_1305,হাফ শার্টকে অন্য কোন নামে অভিহিত করা হয়?,হাফ শ্লিভ শার্ট বা খাটো হাতার শার্ট।,Public
test_1306,ব্রাঞ্জেলিনা কীভাবে পরিচিত?,অ্যাঞ্জেলিনা জোলির ডাকনাম।,Public
test_1307,বিশ্বাস পদবি কী উল্লেখ করতে পারে?,পারিবারিক নাম।,Public
test_1308,এস. এম. সিরিল কবে থেকে লরেটো ডে স্কুল শিয়ালদহের অধ্যক্ষ ছিলেন?,১৯৭৯।,Public
test_1309,আন্তোনিও বান্দেরাস কত সাল থেকে কত সাল পর্যন্ত সাফল্য লাভ করেন?,১৯৯১-১৯৯৪।,Public
test_1310,"১৫নং ওয়ার্ড, রংপুর সিটি কর্পোরেশন কোন জাতীয় সংসদের নির্বাচনী এলাকার অংশ?",রংপুর-৩।,Public
test_1311,ধীরে বহে মেঘনা চলচ্চিত্রের গানের সঙ্গীত পরিচালনা করেছেন কে?,সত্য সাহা।,Public
test_1312,প্রসেনজিৎ চট্টোপাধ্যায় কোন ছবিতে প্রথম নায়ক হিসাবে তার আত্মপ্রকাশ ঘটে?,দুটি পাতা।,Public
test_1313,সুব্রত মৈত্র ২০২১ সালের পশ্চিমবঙ্গ বিধানসভা নির্বাচনে কাকে পরাজিত করেছিলেন?,নরু গোপাল মুখার্জি।,Private
test_1314,২১ জানুয়ারী ২০২৩ সালের মধ্যে মালদ্বীপে সবচেয়ে বেশি পর্যটক কোন দেশ থেকে এসেছে?,রাশিয়া।,Public
test_1315,আন্দ্রি কোবচিকের সঙ্গীর নাম কী?,ভ্লাদিস্লাভ বব্রিশেভ।,Public
test_1316,তাজা পীর মসজিদের মিনারগুলো কী দিয়ে সজ্জিত?,সবুজ এবং নীল রঙের টাইলস।,Public
test_1317,"ওজাকি বাংলাদেশের কোন সম্প্রদায়কে ""জনসংখ্যায় টার্গেটিং"" করার আহ্বান জানিয়েছেন?",হিন্দু সংখ্যালঘু।,Public
test_1318,দিয়া কুমারী কোন সরকারের সেভ দ্য গার্ল চাইল্ডের ব্র্যান্ড অ্যাম্বাসেডর হিসাবে নিযুক্ত হন?,রাজস্থান সরকার।,Public
test_1319,হেরাক্লিসের স্তম্ভ কোন গ্রিক পৌরাণিক কাহিনী অনুসারে চিহ্নিত করা হয়?,হেরাক্লিসের দশম শ্রম।,Public
test_1320,শৈলেন মান্না কোন পুরস্কারে ভুষিত হন ২০১১ সালে?,বঙ্গবিভূষণ।,Public
test_1321,ইকতিয়ার চৌধুরীর পুত্রদের পেশা কী?,প্রকৌশলী।,Private
test_1322,শহীদ সাবেরের নাম কোথায় স্মৃতিফলকে লাগানো আছে?,জাতীয় প্রেস ক্লাব এবং পিআইবি।,Public
test_1323,পি. নাগালিঙ্গম কোন রাজনৈতিক দলের সাথে যুক্ত ছিলেন?,দ্রাবিড় মুনেত্র কড়গম।,Public
test_1324,টোকিওর বিশেষ ওয়ার্ডগুলি কী?,জাপানের ওয়ার্ড।,Private
test_1325,করিম ফুয়াদ কোন তারিখে জন্মগ্রহণ করেন?,১লা অক্টোবর।,Public
test_1326,ট্যাব ক্লিয়ার কত সময় ধরে বাজারে ছিল?,১৯৯২-১৯৯৪।,Public
test_1327,ডুম মেটাল সঙ্গীতের গানের কথাগুলি কেমন হয়?,নিরাশাবাদী ধরনের।,Public
test_1328,টোলকাপ্পিয়ার কে ছিলেন?,আগাত্তিয়ারের বারোজন শিষ্যদের একজন।,Public
test_1329,শিব শক্তি পয়েন্টের নামটি কোন হিন্দু দেবতার নাম থেকে নেওয়া হয়েছে?,শিব।,Public
test_1330,শ্রীরাম সিংয়ের জাতীয় রেকর্ড কে ভেঙেছে?,জিনসন জনসন।,Public
test_1331,মেজর জেনারেল আমির চাঁদ কবে ইন্ডিয়ান মেডিকেল অ্যাসোসিয়েশনের সভাপতি নির্বাচিত হন?,১৯৪৮।,Public
test_1332,গুরু তেগ বাহাদুরের মৃত্যুদন্ড ও দাহের স্থানদুটি কোন গুরুদুয়ারা নির্দেশ করে?,গুরুদুয়ারা সিস গঞ্জ সাহিব এবং গুরুদুয়ারা রাকাব গঞ্জ সাহিব।,Public
test_1333,বাচ্চা কচ্ছপরা কত দিন পর্যন্ত ভ্রণথলে থেকে পুষ্টি সরবরাহ পায়?,৩ থেকে ৭ দিন।,Public
test_1334,অভয়মুদ্রা কোন ধর্মের মূর্তিগুলোর মধ্যে উল্লেখযোগ্য সংখ্যায় চিত্রিত হয়?,"হিন্দু, বৌদ্ধ, জৈন এবং শিখ।",Public
test_1335,ফ্রিডরিখ আউগুস্ট কেকুলে কোন ক্ষেত্রে বিশেষভাবে পরিচিত ছিলেন?,তাত্ত্বিক রসায়ন।,Public
